feature_index,importance
7528,0.001589061174355845
7519,0.001584654430694228
4854,0.001576089210917086
85,0.0015725079154791316
2999,0.0015630909845836633
2996,0.0015571043225105457
2770,0.0015070429442339511
82,0.0014938004652801143
3955,0.001486201396470422
4855,0.0014789952119806447
1449,0.001478141835034617
4957,0.001467364024880834
4888,0.0014558158436257082
1415,0.0014394945829529293
3007,0.0014112004776267078
1877,0.001403530058186322
3877,0.0014033044648287857
244,0.0013850265879317624
4958,0.0013707460749567753
2997,0.0013678550727487125
5713,0.00135928007793797
1433,0.0013467923329664466
4817,0.0013366450034747466
3876,0.001329050561999061
4965,0.0013041063127853865
1857,0.0012497920877901467
7532,0.0012394769401261488
4890,0.0012303681478744166
5722,0.001213949394595732
4813,0.0012112840760738549
3883,0.0012106122851244148
4742,0.0012065786411662605
1481,0.0012058471795152838
1861,0.0012035662843761987
1315,0.001194177328221208
1422,0.0011797294009253184
3009,0.0011794526550857173
4626,0.001172587558484746
83,0.001165041612278989
3012,0.00116451854382281
5715,0.0011360292734883808
3819,0.001127525302519672
4635,0.001124811430736535
3813,0.0011243598712341362
1876,0.0011202680653475973
3818,0.0010936888798641557
4754,0.00109111013177876
4843,0.0010830051608523637
5718,0.001081022857678066
4861,0.0010766291316247523
4954,0.0010495418194169184
4752,0.0010458231507004883
1451,0.0010397552385804352
1384,0.0010394865111108564
5730,0.0010369364927032996
3817,0.0010364206719626185
4962,0.0010361910146716804
3004,0.001028334248947989
7533,0.0010250886107401817
1414,0.0010154520088239826
3878,0.0010111796187596887
4952,0.0010109421409422539
278,0.0010098900379485987
4638,0.001006025924375212
3821,0.0009959262992606077
7530,0.0009870219437977017
2771,0.0009750167509327135
3879,0.0009709654167908614
4666,0.0009616428590840533
5733,0.0009595570896454329
1450,0.0009586721255961642
3824,0.0009537420305683518
3947,0.0009415184441918822
287,0.0009252963347438088
4953,0.0009226565895033492
5712,0.0009212732541030677
2420,0.000904434852276804
5724,0.0009038960562554906
5519,0.0008801451448614806
